Name,Date,MA,Index_value,EPS_growth,BPS_growth,PER_growth,FYO_growh,Profit growth,Revenue_growth,W/L
7_40,2017-06-30 0:00,8740.68,8975.43,-11.30420155,14.3425952,7.098765432,2.45,12.37,-9.57,0
7_41,2017-06-30 0:00,9544.307111,9444.75,13.80189627,4.151104555,-21.09634551,2.33,42.99,20.8,0
7_42,2017-06-30 0:00,10420.42367,9689.34,0,0,-2.469135802,3.5,30.37,-5.13,1
7_43,2017-09-29 0:00,10272.51589,9916.32,-3.413754199,22.57707292,-28.91566265,3.42,30.37,-5.13,1
7_44,2017-09-29 0:00,9370.736667,13247.2,8.451265426,-42.94705978,-25.44132918,2.57,22.86,52.32,0
7_45,2017-09-29 0:00,12357.51578,15969.47,9.169776954,3.079139025,-31.20860927,2.13,19.44,59.13,0
7_46,2017-09-29 0:00,16967.13189,18137.87,0,0,-20.82018927,0.64,18.06,80.85,0
7_47,2017-09-29 0:00,18178.92189,21897.51,12.88415033,14.38069174,-12.01044386,0.53,18.06,80.85,0
7_48,2017-09-29 0:00,21479.95389,21309.86,47.04955796,24.44628697,-8.857808858,0.55,28.91,118.83,1
7_49,2017-09-29 0:00,20203.11111,17373.56,27.44949689,2.940107709,-10.4496788,0.67,25.03,266.58,1
7_50,2017-09-29 0:00,15346.31722,9827.37,0,0,32.68708802,0.71,23.01,241.19,1
7_51,2017-12-28 0:00,8969.354,6613.51,9.010249947,8.849920365,-13.24884793,1.06,23.01,241.19,1
7_52,2017-12-28 0:00,7016.585333,6816.6,50.26660783,11.20721236,-15.36113937,1.03,16.17,140.53,1
7_53,2017-12-28 0:00,6290.692111,5532.08,28.55980923,3.575925552,-60.75837743,1.27,17.29,350.83,1
8_1,2017-12-28 0:00,2734.480889,2978.79,-75.25145346,-2.792129424,49.00302115,3.25,7.38,10.79,0
8_2,2017-12-28 0:00,2986.973889,3095.21,0,0,2.606635071,2.54,11.56,30.16,0
8_3,2017-12-28 0:00,3188.091667,2995.08,4.509909861,1.670960028,-26.27737226,2.61,11.56,30.16,0
8_4,2017-12-28 0:00,3192.605444,3617.66,4.117033206,0.58111262,-3.949903661,2.17,5.82,28.56,0
8_5,2017-12-28 0:00,3614.704222,3878.18,14.58407798,-0.04453824,-23.91102873,2.1,6.93,112.5,0
8_6,2018-03-30 0:00,3985.377222,3867.22,0,0,1.047120419,2.05,23.35,10.49,0
8_7,2018-03-30 0:00,4179.463444,3886.89,11.20244873,1.508145694,-7.105064248,2.08,23.35,10.49,1
8_8,2018-03-30 0:00,4014.779889,3685.28,30.96905506,-1.840399706,0.07057163,2.21,25.34,38.99,1
8_9,2018-03-30 0:00,3773.973778,3353.55,-2.797597382,1.660734901,-32.20338983,2.42,10.6,36.73,1
8_10,2018-03-30 0:00,3379.506444,3400.49,0,0,10.36324786,2.34,-8.75,46.96,1
8_11,2018-03-30 0:00,3218.816667,3045.11,72.99854243,0.457042857,-229.4994041,2.61,-8.75,46.96,1
8_12,2018-03-30 0:00,3001.746889,2696.67,103.2077986,8.390578233,-18.59287394,2.93,-15.82,2.35,1
8_13,2018-03-30 0:00,2687.417111,2428.87,-3092.710557,0.205664443,1381.607442,3.22,-17.67,-51.47,1
8_14,2018-06-29 0:00,2588.484,2586.58,0,0,95.46141489,3.07,-14.43,-21.33,1
8_15,2018-06-29 0:00,2396.239667,1994.31,186.5988235,-1.18582199,221.0540115,3.88,-14.43,-21.33,1
8_16,2018-06-29 0:00,2075.221667,2045.24,-30.43519569,-0.416340089,34.3079922,3.71,-9.44,-21.33,0
8_17,2018-06-29 0:00,2285.475889,2670.43,-117.8305761,-3.968016083,22.58489944,2.9,0.84,-1.68,0
8_18,2018-06-29 0:00,2762.848778,2918.66,0,0,-10.30664395,2.61,9.67,41.89,0
8_19,2018-06-29 0:00,3130.338889,3272.54,-29.42688577,0.034758666,7.799227799,2.3,9.67,41.89,0
8_20,2018-06-29 0:00,3470.708111,3898.52,-0.714521004,-1.532842499,-10.34338358,1.93,11.1,-1.88,0
8_21,2018-06-29 0:00,3822.534,3641.98,-19.64933039,0.062380308,29.18406072,2.05,11.28,19.72,1
8_22,2018-09-28 0:00,3652.895778,3581.05,0,0,-8.199356913,2.02,-3.98,-35.53,1
8_23,2018-09-28 0:00,3605.227,3925.58,-17.13691145,0.744855746,15.40366518,1.87,-3.98,-35.53,0
8_24,2018-09-28 0:00,3826.640111,3864.59,-34.72494386,3.254086698,19.55503513,1.89,-6.7,-29.96,0
8_25,2018-09-28 0:00,3848.698556,3605.89,-19.37640579,0.489332686,19.43231441,2.04,-19.92,-34.77,1
8_26,2018-09-28 0:00,3808.484111,3929.81,0,0,-6.504065041,2.26,-6.76,-22.67,0
8_27,2018-09-28 0:00,4089.679222,4196.88,18.09490007,1.169502489,-29.26208651,2.12,-6.76,-22.67,0
8_28,2018-09-28 0:00,4159.214667,4394.35,-50.88539419,-3.322613047,28.2152231,2.03,-3.58,-27.48,0
8_29,2018-09-28 0:00,4337.636556,4289.12,10.36393575,1.770638868,-4.296160878,2.14,14.93,-48.78,0
8_30,2018-12-28 0:00,4355,4507.8,0,0,1.314636284,2.01,17.52,-68.52,0
8_31,2018-12-28 0:00,4656.957111,4478.35,-21.01513671,-0.287298421,19.18294849,2.04,17.52,-68.52,1
8_32,2018-12-28 0:00,4536.331111,4369.46,-5.55760422,6.318640907,-29.45054945,2.09,29.63,73.03,0
8_33,2018-12-28 0:00,4843.732,5440.42,-113.6746453,-78.86311945,15.28013582,1.69,24.52,-56.57,0
8_34,2018-12-28 0:00,5422.016778,5883.35,0,0,2.905811623,1.24,26.84,14.71,0
8_35,2018-12-28 0:00,5621.699778,5698.94,-3.095863,2.478069531,2.992776058,1.27,26.84,14.71,0
8_36,2018-12-28 0:00,5625.383222,6046.88,35.71155409,-2.036717896,-4.680851064,1.29,27.37,1060.61,0
8_37,2018-12-28 0:00,5813.894333,5423.32,20.2452703,4.61977869,-95.6300813,1.46,-11.59,12.82,1
8_38,2019-03-29 0:00,5742.875556,6126.18,0,0,-14.7012987,1.61,-21.73,-49.05,0
8_39,2019-03-29 0:00,6360.418556,7133.71,-0.571724832,3.831361167,21.4673913,1.4,-21.73,-49.05,0
8_40,2019-03-29 0:00,6444.514556,5628.11,-73.2802279,1.508228901,39.04267589,1.77,-15.19,-91.09,1
8_41,2019-03-29 0:00,5573.495,4895.17,-1.454096199,1.204466526,29.89593188,2.04,51.09,59.69,1
8_42,2019-03-29 0:00,4870.184556,4220.84,0,0,-3.913630229,2.36,66.82,85.99,1
8_43,2019-03-29 0:00,4301.673222,4391.53,6.701453895,2.717494758,-24.67532468,2.27,66.82,85.99,1
8_44,2019-03-29 0:00,4113.906444,5109.25,9.304845237,6.560953851,-34.27083333,1.95,29.09,52.75,0
8_45,2019-03-29 0:00,5109.954667,6298.02,-6.145956997,2.654661804,16.13653995,1.58,1.71,-19.56,0
8_46,2019-06-28 0:00,6039.358222,5522.78,0,0,-20.62904718,1.47,-0.05,0.83,1
8_47,2019-06-28 0:00,5820.560111,6666.36,-0.340013855,3.469425673,-16.25766871,1.22,-0.05,0.83,0
8_48,2019-06-28 0:00,6802.550444,7786.8,18.42881908,7.199776479,26.31926121,1.05,23.39,32.69,1
8_49,2019-06-28 0:00,6676.042556,5139.3,17.61708786,5.388271672,-18.26320501,1.59,3.85,2.37,1
8_50,2019-06-28 0:00,5203.297222,4565.81,0,0,21.12036336,1.84,-2.7,-18.35,1
8_51,2019-06-28 0:00,4144.565556,3586.1,-6.55179909,3.481576526,25.04798464,2.33,-2.7,-18.35,1
8_52,2019-06-28 0:00,3371.151222,2850.45,-43.78304206,4.046807239,13.95646607,2.92,-12.56,-45.75,1
8_53,2019-06-28 0:00,2845.139778,2953.98,-20.25541752,1.686908174,30.20833333,2.83,-7.07,-33.29,0
