name,Date,Divedend_yield_ratio_growth,BPS_growth,PER_growth,EPS_growth,Profit_growth,Revenue_growth,W/L
hhi_17,2015-06-30 0:00,4.464285714,-0.024232965,-1.051980198,-1.907412003,8.62,2.69,1
hhi_18,2015-03-31 0:00,7.476635514,0.343861331,7.042253521,0.264862698,-19.68,-1.9,1
hhi_19,2014-12-30 0:00,1.01010101,4.075067371,3.95256917,-4.596086736,-19.68,-1.9,0
hhi_20,2014-09-30 0:00,-2.040816327,2.371995848,-0.548696845,3.256034955,-13.97,-2.83,0
hhi_21,2014-06-30 0:00,-5,0.025016456,0.818553888,-0.637633623,-6.45,-5.45,1
hhi_22,2014-03-31 0:00,0.952380952,0,-2.200825309,0,-1.77,2.69,0
hhi_23,2013-12-30 0:00,0,2.282826065,5.047106326,0.332923103,-1.77,2.69,1
hhi_24,2013-09-30 0:00,-10.57692308,5.778664823,9.142452162,-3.84811086,10.66,6.23,1
hhi_25,2013-06-28 0:00,-4.347826087,2.739178353,-4.914196568,3.05502823,-0.3,16.93,0
hhi_26,2013-03-29 0:00,-0.833333333,0,0.743494424,0,7.73,3.86,1
hhi_27,2012-12-28 0:00,0,2.585743921,-17.30337079,13.00572656,7.73,3.86,1
hhi_28,2012-09-28 0:00,-8.26446281,2.911482081,22.03065134,-21.74572538,-18.57,8.78,1
hhi_29,2012-06-29 0:00,5.34351145,-0.175998336,-3.357903358,-5.07088092,28.11,5.24,0
hhi_30,2012-03-30 0:00,-10.48387097,0,9.508716323,0,-16.62,5.87,1
hhi_31,2011-12-29 0:00,-4.379562044,1.614823621,12.43432574,-10.1716527,-16.62,5.87,1
hhi_32,2011-09-30 0:00,17.48251748,8.516520704,-27.4,8.694227306,-26.24,6.39,0
hhi_33,2011-06-30 0:00,18.6440678,2.343066415,-6.593406593,4.813566622,20.57,18.46,0
hhi_34,2011-03-31 0:00,-3.125,0,2.798232695,0,22.45,9.88,1
hhi_35,2010-12-30 0:00,-10.1010101,3.773966639,4.848484848,2.482947227,22.45,9.88,1
hhi_36,2010-09-30 0:00,-5.504587156,4.46392367,-35.35031847,31.87827404,39.37,16.22,1
